url,year,make,model,vehicle_type,base_price,as_tested_price,engine_type,displacement,power_hp,power_rpm,torque_lb_ft,torque_rpm,transmission,wheelbase,length,width,height,curb_weight,zero_to_60_mph,zero_to_100_mph,quarter_mile_time,quarter_mile_speed,top_speed,braking_70_0,braking_100_0,skidpad_g,rolling_start_5_60,top_gear_30_50,top_gear_50_70,fuel_economy_combined,fuel_economy_city,fuel_economy_highway,fuel_economy_observed,ev_range,is_estimated
https://www.caranddriver.com/reviews/a15110281/2014-dodge-durango-citadel-awd-v-6-review/,2014,Dodge Durango,Citadel Awd V 6,"front-engine, 4-wheel-drive, 7-passenger, 5-door wagon",44390,49575,"DOHC 24-valve V-6, aluminum block and heads, port fuel injection",220,290,6400,260,4800,8-speed automatic with manual shifting mode,119.8,201.2,75.8,70.9,5159,7.6,20.8,15.8,89,,175,,,7.9,3.8,5.2,,,,19,,yes
https://www.caranddriver.com/reviews/a15110290/2014-land-rover-range-rover-evoque-test-review/,2014,Land,Rover Range Rover Evoque Test &#8211;,"front-engine, 4-wheel-drive, 5-passenger, 5-door wagon",41995,63715,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",122,240,5500,250,1750,9-speed automatic with manual shifting mode,104.8,171.9,74.8,64.4,4117,6.9,19.0,15.4,91,,173,,,,3.9,5.3,,,,19,,yes
https://www.caranddriver.com/reviews/a15110298/2014-buick-regal-turbo-awd-gs-awd-test-review/,2014,Buick Regal,Turbo Awd Gs Awd Test,"front-engine, 4-wheel-drive, 5-passenger, 4-door sedan",107,,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",,259,5300,,,6-speed automatic with manual shifting mode,107.8,190.2,73.1,58.4,4015,,,15.0,94,,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110305/2014-porsche-911-targa-4-4s-first-drive-review/,2014,Porsche,911 Targa 4 / 4S First Drive &#8211;,"rear-engine, 4-wheel-drive, 2+2-passenger, 2-door targa",4,,,,,,,,S:,96.4,176.8,72.9,,3500,4.2,9.4,12.4,,174,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110350/2014-audi-sq5-test-review/,2014,Audi,Sq5 Test,"front-engine, 4-wheel-drive, 5-passenger, 5-door wagon",52795,61420,"supercharged and intercooled DOHC 24-valve V-6, aluminum block and heads, direct fuel injection",,354,6500,347,4000,8-speed automatic with manual shifting mode,110.5,183.0,75.2,65.3,4427,5.2,13.1,13.7,102,,153,,0.87,5.9,,,,,,18,,yes
https://www.caranddriver.com/reviews/a15110415/2016-audi-tts-first-drive-review/,2016,Audi,TTS First Drive &#8211;,"front-engine, 4-wheel-drive, 2+2-passenger, 3-door hatchback",50000,,"turbocharged and intercooled DOHC 16-valve inline-4, iron block and aluminum head, direct fuel injection",121,,,,,6-speed dual-clutch automatic with manual shifting mode,98.6,164.6,72.1,53.3,3200,,,,,155,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110463/2015-volvo-s60-t6-drive-e-test-review/,2015,Volvo,S60 T6 Drive E Test,"front-wheel-drive, 5-passenger, 4-door sedan",39075,47925,"supercharged, turbocharged, and intercooled DOHC 16-valve inline-4; aluminum block and head; direct fuel injection",,302,5700,295,2100,8-speed automatic with manual shifting mode,109.3,182.5,73.4,58.4,3712,5.4,13.4,14.0,102,,193,,0.86,6.1,,,,,,24,,yes
https://www.caranddriver.com/reviews/a15110495/2014-bmw-328d-diesel-sedan-instrumented-test-review/,2014,Bmw,328D Diesel Sedan Instrumented Test,"front-engine, 4-wheel-drive, 5-passenger, 4-door sedan",41525,48525,"turbocharged and intercooled DOHC 16-valve diesel inline-4, aluminum block and head, direct fuel injection",,181,4000,280,1750,8-speed automatic with manual shifting mode,110.6,182.2,71.3,56.5,3660,7.2,21.2,15.5,88,,158,,0.88,8.0,3.7,5.1,,,,35,,yes
https://www.caranddriver.com/reviews/a15110502/2015-infiniti-q70-and-q70l-first-drive-review/,2015,Infiniti,Q70 And Q70L First Drive,"front-engine, rear- or all-wheel-drive, 5-passenger, 4-door sedan",114,,S:,,,,,,7-speed automatic with manual shifting mode,,,72.6,,4000,4.8,11.6,13.4,,145,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110505/2014-ram-2500-power-wagon-laramie-4x4-test-review/,2014,Ram,2500 Power Wagon Laramie 4x4 Test &#8211;,"front-engine, rear/4-wheel-drive, 6-passenger, 4-door pickup",56215,59780,"pushrod 16-valve V-8, iron block and aluminum heads, port fuel injection",391,410,5600,429,4000,6-speed automatic with manual shifting mode,149.3,237.3,79.1,81.0,7324,8.4,,16.5,86,,211,,0.67,8.8,,,,,,11,,yes
https://www.caranddriver.com/reviews/a15110519/2013-honda-accord-sport-sedan-long-term-test-wrap-up-review/,2013,Honda Accord,Sport Sedan Long Term Test Wrap Up,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",24180,24180,"DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",144,189,6400,182,3900,6-speed manual,109.3,191.4,72.8,57.7,3276,6.6,17.7,15.2,93,,175,,0.87,6.9,11.1,11.2,,,,29,,yes
https://www.caranddriver.com/reviews/a15110530/2015-nissan-versa-note-sr-cvt-test-review/,2015,Nissan Versa,Note Sr Cvt Test,"front-engine, front-wheel-drive, 5-passenger, 5-door wagon",18340,19180,"DOHC 16-valve inline-4, aluminum block and head, port fuel injection",,109,6000,107,4400,continuously variable automatic,102.4,163.0,66.7,60.5,2525,9.9,41.5,17.6,80,,188,,0.80,10.1,4.9,6.9,,,,29,,yes
https://www.caranddriver.com/reviews/a15110539/2014-kia-forte5-turbo-test-review/,2014,Kia,Forte5 Turbo Test,"front-engine, front-wheel-drive, 5-passenger, 5-door wagon",23000,,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",97,201,6000,195,1750,6-speed manual,106.3,171.3,70.1,57.1,3018,7.5,20.4,15.7,89,,174,,0.84,8.3,8.6,6.9,,,,21,,yes
https://www.caranddriver.com/reviews/a15110544/2015-ram-1500-r-t-hemi-test-review/,2015,Ram,1500 R T Hemi Test,"front-engine, rear-wheel-drive, 2-passenger, 2-door truck",36225,40430,"pushrod 16-valve V-8, iron block and aluminum heads, port fuel injection",345,395,5600,410,3950,8-speed automatic with manual shifting mode,120.5,209.0,79.4,74.6,5106,5.4,14.5,14.1,99,,189,,0.76,5.7,2.9,3.8,,,,15,,yes
https://www.caranddriver.com/reviews/a15110547/2014-mercedes-benz-e550-cabriolet-test-review/,2014,Mercedes Benz,E550 Cabriolet Test,"front-engine, rear-wheel-drive, 4-passenger, 2-door convertible",68225,82335,"twin-turbocharged and intercooled DOHC 32-valve V-8, aluminum block and heads, direct fuel injection",285,402,5700,443,1600,7-speed automatic with manual shifting mode,108.7,185.0,70.3,55.0,4313,4.4,10.5,12.8,111,,157,,0.90,4.7,2.9,3.5,,,,19,,yes
https://www.caranddriver.com/reviews/a15110568/2015-hyundai-genesis-sedan-first-drive-review/,2015,Hyundai,Genesis Sedan First Drive &#8211;,"front-engine, rear- or 4-wheel-drive, 5-passenger, 4-door sedan",118,,S:,,,,,,8-speed automatic with manual shifting mode,118.5,196.5,74.4,58.3,4200,5.2,,13.8,,130,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110580/2015-dodge-challenger-srt-hellcat-test-review/,2015,Dodge Challenger,Srt Hellcat Test,"front-engine, rear-wheel-drive, 5-passenger, 2-door coupe",60590,65470,"supercharged and intercooled pushrod 16-valve V-8, iron block and aluminum heads, port fuel injection",,707,6000,650,4000,8-speed automatic with manual shifting mode,116.2,197.5,75.7,55.7,4488,3.6,7.6,11.7,126,,154,,0.92,4.0,1.8,2.4,,,,16,,yes
https://www.caranddriver.com/reviews/a15110604/2015-hyundai-genesis-50-test-review/,2015,Hyundai,Genesis 5.0 Test &#8211;,"front-engine, rear-wheel-drive, 5-passsenger, 4-door sedan",52450,55700,"DOHC 32-valve V-8, aluminum block and heads, direct fuel injection",307,420,6000,383,5000,8-speed automatic with manual shifting mode,118.5,196.5,74.4,58.3,4601,5.0,12.3,13.6,105,,167,,0.86,5.6,,,,,,19,,yes
https://www.caranddriver.com/reviews/a15110614/2015-lexus-rc350-coupe-first-drive-review/,2015,Lexus,RC350 Coupe First Drive &#8211;,"front-engine, rear- or 4-wheel-drive, 4-passenger, 2-door coupe",107,,"DOHC 24-valve V-6, aluminum block and heads, port and direct fuel injection",211,306,6400,277,4800,"6-speed automatic with manual shifting mode, 8-speed automatic with manual shifting mode",107.5,184.8,72.4,,3750,5.6,13.6,14.2,,130,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110623/2015-volkswagen-golf-tdi-diesel-manual-test-review/,2015,Volkswagen,Golf TDI Diesel Manual Test &#8211;,"front-engine, front-wheel-drive, 5-passenger, 5-door hatchback",22815,28005,"turbocharged and intercooled DOHC 16-valve diesel inline-4, iron block and aluminum head, direct fuel injection",120,150,3500,236,1750,6-speed manual,103.8,167.5,70.8,57.2,3191,8.3,25.7,16.6,84,,183,,0.83,9.2,21.1,11.0,,,,32,,yes
https://www.caranddriver.com/reviews/a15110633/2015-bmw-x4-xdrive35i-test-review/,2015,BMW,X4 xDrive35i Test &#8211;,"front-engine, 4-wheel-drive, 5-passenger, 5-door wagon",48925,61325,"turbocharged and intercooled DOHC 24-valve inline-6, aluminum block and head, direct fuel injection",182,300,6000,300,1200,8-speed automatic with manual shifting mode,110.6,184.3,74.1,63.9,4253,5.2,13.8,13.8,100,,192,,0.86,6.2,3.0,3.7,,,,20,,yes
https://www.caranddriver.com/reviews/a15110653/2013-dodge-dart-rallye-14t-manual-long-term-test-wrap-up-review/,2013,Dodge Dart,Rallye 14T Manual Long Term Test Wrap Up,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",18790,24455,"turbocharged and intercooled SOHC 16-valve inline-4, iron block and aluminum head, port fuel injection",83,160,5500,184,2500,6-speed manual,106.4,183.9,72.0,57.7,3277,8.0,21.8,16.1,87,,168,,0.87,8.8,24.1,12.6,,,,29,,yes
https://www.caranddriver.com/reviews/a15110654/2015-chrysler-200-limited-fwd-test-review/,2015,Chrysler,200 Limited FWD Test &#8211;,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",24250,26385,"SOHC 16-valve inline-4, aluminum block and head, port fuel injection",144,184,6250,173,4600,9-speed automatic,108.0,192.3,73.6,58.7,3488,8.4,24.9,16.6,85,,179,,0.81,8.9,4.3,6.0,,,,27,,yes
https://www.caranddriver.com/reviews/a15110658/2014-nissan-pathfinder-hybrid-awd-test-review/,2014,Nissan,Pathfinder Hybrid AWD Test &#8211;,"front-engine, 4-wheel-drive, 7-passenger, 5-door wagon",45210,47710,"supercharged and intercooled DOHC 16-valve Atkinson-cycle 2.5-liter inline-4, 230 hp, 243 lb-ft; permanent-magnet AC synchronous electric motor, 20-hp, 29-lb ft; combined power rating, 250 hp, 243 lb-ft; est 0.6 kWh lithium-ion battery pack",,,,,,continuously variable automatic,114.2,197.2,77.2,69.6,4788,7.6,22.0,16.1,88,,175,,,7.9,3.8,4.9,,,,19,,yes
https://www.caranddriver.com/reviews/a15110662/2016-audi-tt-first-drive-review/,2016,Audi Tt,First Drive,"front-engine, 4-wheel-drive, 4-passenger, 2-door 2+2",41000,,"turbocharged and intercooled DOHC 16-valve inline-4, iron block and aluminum head, direct fuel injection",121,220,6200,258,1600,6-speed dual-clutch automatic with manual shifting mode,98.6,164.4,72.1,53.3,3100,,,,,155,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110672/2015-toyota-tacoma-trd-pro-series-test-review/,2015,Toyota,Tacoma TRD Pro Series Test &#8211;,"front engine, rear- or four-wheel-drive, 5-passenger, 4-door truck",37320,38300,"DOHC 24-valve V-6, aluminum block and heads, port fuel injection",241,236,5200,266,4000,5-speed automatic,127.4,208.1,74.6,70.1,4338,7.3,24.7,15.9,87,,200,,0.66,7.5,3.7,5.5,,,,17,,yes
https://www.caranddriver.com/reviews/a15110691/2013-mercedes-benz-gl450-long-term-test-wrap-up-review/,2013,Mercedes-Benz,GL450 Long-Term Test Wrap-Up &#8211;,"front-engine, 4-wheel-drive, 7-passenger, 5-door wagon",64805,90845,"twin-turbocharged and intercooled DOHC 32-valve V-8, aluminum block and heads, direct fuel injection",285,362,6000,406,1500,7-speed automatic with manual shifting mode,121.1,201.6,84.3,72.8,5855,5.9,15.2,14.4,97,,179,,0.74,6.7,3.1,4.1,,,,16,,yes
https://www.caranddriver.com/reviews/a15110703/2014-mazda-3-20-automatic-sedan-test-review/,2014,Mazda,3 2.0 Automatic Sedan Test &#8211;,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",21440,23235,"DOHC 16-valve Atkinson cycle inline-4, aluminum block and head, direct fuel injection",122,155,6000,150,4000,6-speed automatic with manual shifting mode,106.3,180.3,70.7,57.3,2915,7.6,21.4,15.9,89,,167,,0.82,7.9,3.9,5.1,,,,29,,yes
https://www.caranddriver.com/reviews/a15110718/2015-mclaren-650s-first-drive-review/,2015,Mclaren,650S First Drive,"mid-engine, rear-wheel-drive, 2-passenger, 2-door coupe or roadster",105,,"twin-turbocharged and intercooled DOHC 32-valve V-8, aluminum block and heads, port fuel injection",232,641,7250,500,6000,7-speed dual-clutch automatic with manual shifting mode,105.1,177.6,82.4,47.4,3050,2.8,5.9,10.5,,207,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110721/2015-subaru-legacy-25i-test-review/,2015,Subaru Legacy,25I Test,"front-engine, 4-wheel-drive, 5-passenger, 4-door sedan",22490,27480,"DOHC 16-valve flat-4, aluminum block and aluminum heads, port fuel injection",,175,5800,174,4000,continuously variable automatic with manual shifting mode,108.3,188.8,72.4,59.0,3480,8.8,24.5,16.9,85,,173,,0.85,9.1,4.3,5.9,,,,28,,yes
https://www.caranddriver.com/reviews/a15110727/2015-nissan-versa-sedan-first-drive-review/,2015,Nissan Versa,Sedan First Drive,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",12800,,"DOHC 16-valve inline-4, aluminum block and head, port fuel injection",,109,6000,107,4400,S,102.4,175.4,66.7,59.6,2400,9.4,30.0,17.2,,110,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110729/2015-lexus-rc-f-first-drive-review/,2015,Lexus,RC F First Drive &#8211;,"front-engine, rear-wheel-drive, 4-passenger, 2-door coupe",63325,,"DOHC 32-valve V-8, aluminum block and heads, port and direct fuel injection",303,467,7100,389,4800,8-speed automatic with manual shifting mode,107.5,185.2,72.6,54.7,4000,4.4,10.0,12.9,,170,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110733/2014-ford-fiesta-st-instrumented-test-review/,2014,Ford Fiesta,St Instrumented Test,"front-engine, front-wheel-drive, 5-passenger, 5-door hatchback",22195,24985,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",97,197,6000,202,4200,6-speed manual,98.0,160.1,67.8,57.2,2745,7.0,17.6,15.2,93,,159,,0.92,7.5,,,,,,25,,yes
https://www.caranddriver.com/reviews/a15110742/2016-volvo-xc90-suv-prototype-ride-review/,2016,Volvo,XC90 SUV Prototype Ride &#8211;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.caranddriver.com/reviews/a15110743/2014-dodge-durango-r-t-hemi-rwd-test-review/,2014,Dodge Durango,R T Hemi Rwd Test,"front-engine, rear-wheel-drive, 6- or 7-passenger, 5-door wagon",40290,43675,"pushrod 16-valve V-8, iron block and aluminum heads, port fuel injection",,360,5150,390,4250,8-speed automatic with manual shifting mode,119.8,201.2,85.5,70.9,5200,6.4,16.9,14.9,95,,182,,,7.0,3.2,4.2,,,,17,,yes
https://www.caranddriver.com/reviews/a15110747/2014-volkswagen-beetle-convertible-tdi-test-review/,2014,Volkswagen Beetle,Convertible Tdi Test,"front-engine, front-wheel-drive, 4-passenger, 2-door convertible",29715,29715,"turbocharged and intercooled DOHC 16-valve diesel inline-4, iron block and aluminum head, direct fuel injection",,140,4000,236,1750,6-speed manual,100.0,168.4,71.2,58.0,3302,8.9,27.0,16.9,82,,179,,0.81,10.2,24.0,12.8,,,,34,,yes
https://www.caranddriver.com/reviews/a15110766/2014-honda-civic-hf-test-review/,2014,Honda Civic,Hf Test,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",20730,20730,"SOHC 16-valve inline-4, aluminum block and head, port fuel injection",,143,6500,129,4300,continuously variable automatic,105.1,179.4,69.0,56.5,2693,8.3,22.6,16.5,87,,189,,0.76,9.3,4.4,5.8,,,,33,,yes
https://www.caranddriver.com/reviews/a15110769/2014-toyota-rav4-fwd-test-review/,2014,Toyota,Rav4 Fwd Test,"front-engine, front-wheel-drive, 5-passenger, 5-door wagon",24435,27062,"DOHC 16-valve inline 4-cylinder, aluminum block and head, direct fuel injection",,176,6000,172,4100,6-speed automatic with manual shifting mode,104.7,179.9,72.6,65.4,3455,8.7,26.7,16.7,84,,190,,0.75,,4.5,5.8,,,,26,,yes
https://www.caranddriver.com/reviews/a15110778/2015-cadillac-escalade-awd-test-review/,2015,Cadillac Escalade,Awd Test,"front-engine, 4-wheel-drive, 7-8-passenger, 5-door wagon",75290,87985,"pushrod 16-valve V-8, aluminum block and heads, direct fuel injection",,420,5600,460,4100,6-speed automatic with manual shifting mode,116.0,203.9,80.5,74.4,5870,6.1,15.8,14.7,96,,195,,0.75,6.6,3.4,4.2,,,,14,,yes
https://www.caranddriver.com/reviews/a15110786/2015-dodge-challenger-srt-hellcat-first-drive-review/,2015,Dodge Challenger,Srt Hellcat First Drive,"front-engine, rear-wheel-drive, 5-passenger, 2-door coupe",60990,,"supercharged and intercooled pushrod 16-valve V-8, iron block and aluminum heads, port fuel injection",376,707,,650,,"6-speed manual, 8-speed automatic with manual shifting mode",116.2,197.6,75.7,55.7,4450,3.4,8.5,11.1,,165,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110796/2015-audi-a3-sedan-first-drive-18t-20t-review/,2015,Audi,A3 Sedan First Drive 18T 20T,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",1,,"turbocharged and intercooled DOHC 16-valve 1.8-liter inline-4, 170 hp, 200 lb-ft; turbocharged and intercooled DOHC 16-valve 2.0-liter inline-4, 220 hp, 258 lb-ft",,,,,,6-speed dual-clutch automatic with manual shifting mode,103.8,175.4,70.7,55.7,3200,5.9,14.7,14.5,,130,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110802/2015-audi-s3-sedan-instrumented-test-review/,2015,Audi,S3 Sedan Instrumented Test,"front-engine, 4-wheel-drive, 5-passenger, 4-door sedan",41995,,"turbocharged and intercooled DOHC 16-valve inline-4, iron block and aluminum head, port and direct fuel injection",,292,6200,280,1900,6-speed dual-clutch automatic with manual shifting mode,103.6,175.9,77.2,54.8,3300,4.4,10.8,12.9,108,,160,,,,,,,,,23,,yes
https://www.caranddriver.com/reviews/a15110811/2015-chrysler-200s-v-6-awd-test-review/,2015,Chrysler,200S V-6 AWD Test &#8211;,"front-engine, 4-wheel-drive, 5-pasenger, 4-door sedan",29690,32775,"DOHC 24-valve V-6, aluminum block and heads, port fuel injection",220,295,6350,262,4250,9-speed automatic with manual shifting mode,108.0,192.3,73.6,58.7,3811,6.0,15.4,14.5,97,,186,,0.80,,,,,,,23,,yes
https://www.caranddriver.com/reviews/a15110815/2015-ford-expedition-35-liter-v-6-ecoboost-first-drive-review/,2015,Ford Expedition,35 Liter V 6 Ecoboost First Drive,"front-engine, rear- or 4-wheel-drive, 7-8-passenger, 5-door wagon",40000,,"twin-turbocharged and intercooled, DOHC 24-valve V-6, aluminum block and heads, direct fuel injection",213,365,5000,420,2500,6-speed automatic with manual shifting mode,,,91.8,,5700,6.3,18.0,14.9,,115,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110819/2015-jaguar-f-type-r-coupe-first-drive-review/,2015,Jaguar F,Type R Coupe First Drive,"front-engine, rear-wheel-drive, 2-passenger, 3-door hatchback",99895,,"supercharged and intercooled DOHC 32-valve V-8, aluminum block and heads, direct fuel injection",305,550,6500,502,2500,8-speed automatic with manual shifting mode,103.2,176.0,75.7,52.0,3950,3.5,8.3,11.8,,186,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110827/2014-honda-odyssey-test-review/,2014,Honda,Odyssey Test &#8211;,"front-engine, front-wheel-drive, 8-passenger, 5-door wagon",29655,45280,"SOHC 24-valve V-6, aluminum block and heads, port fuel injection",212,248,5700,250,4800,6-speed automatic,118.1,202.9,79.2,68.4,4618,7.5,20.3,15.8,89,,197,,0.75,7.7,3.7,5.6,,,,22,,yes
https://www.caranddriver.com/reviews/a15110867/2015-gmc-yukon-xl-denali-xl-first-drive-review/,2015,GMC,Yukon XL / Denali XL First Drive &#8211;,"front-engine, rear- or 4-wheel-drive, 7-8-passenger, 5-door wagon",130,,,,,,,,6-speed automatic,130.0,224.3,80.5,74.4,5700,5.6,14.7,14.3,,,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110881/2013-mini-john-cooper-works-countryman-all4-test-review/,2013,Mini John,Cooper Works Countryman All4 Test,"front-engine, 4-wheel-drive, 4-passenger, 5-door wagon",35645,46045,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",98,208,6000,207,1900,6-speed manual,102.2,161.8,70.4,61.5,3322,6.8,18.4,15.4,91,,164,,0.82,8.3,10.6,8.8,,,,25,,yes
https://www.caranddriver.com/reviews/a15110903/2016-audi-a3-e-tron-sportback-plug-in-hybrid-first-drive-review/,2016,Audi,A3 e-tron Sportback Plug-In Hybrid First Drive &#8211;,"front-engine, front-wheel-drive, 5-passenger, 5-door hatchback",40000,,"turbocharged and intercooled DOHC 16-valve 1.4-liter inline-4, 150 hp, 184 lb-ft; permanent magnet AC synchronous electric motor, 102 hp, 243 lb-ft; combined power rating, 204 hp, 258 lb-ft; 8.8-kWh lithium-ion battery pack",,,,,,6-speed dual-clutch automatic with manual shifting mode,103.5,169.8,70.3,56.1,,7.5,24.0,15.8,,138,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110909/2014-nissan-rogue-first-drive-review/,2014,Nissan,Rogue First Drive &#8211;,"front-engine, front- or 4-wheel-drive, 5-7-passenger, 5-door wagon",23350,,"DOHC 16-valve inline-4, aluminum block and aluminum head, port fuel injection",152,170,6000,175,4400,continuously variable automatic,106.5,182.3,72.4,67.5,3400,8.8,,16.8,,120,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15110924/2015-hyundai-sonata-sport-20t-test-review/,2015,Hyundai Sonata,Sport 20T Test,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",29385,34335,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",,245,6000,260,1350,6-speed automatic with manual shifting mode,110.4,191.1,73.4,58.1,3600,8.0,22.2,16.3,88,,178,,0.80,,3.8,5.2,,,,23,,yes
https://www.caranddriver.com/reviews/a15110947/2014-lexus-ct200h-f-sport-hybrid-test-review/,2014,Lexus,CT200h F Sport Hybrid Test &#8211;,"front-engine, front-wheel-drive, 5-passenger, 5-door hatchback",32960,39030,"DOHC 16-valve inline 4-cylinder, 98 hp, 105 lb-ft; permanent-magnet AC synchronous electric motor, 80 hp, 152 lb-ft; combined power rating, 134 hp; 1.3-kWh nickel-metal hydride battery pack",,,,,,Continuously variable automatic,102.4,170.1,69.5,56.7,3271,10.6,33.7,18.0,78,,175,,0.83,10.7,4.7,7.1,,,,36,,yes
https://www.caranddriver.com/reviews/a15110997/2014-toyota-highlander-hybrid-awd-review/,2014,Toyota,Highlander Hybrid AWD &#8211;,"front-engine, 4-wheel-drive, 7-passenger, 5-door wagon",48225,51761,"DOHC 24-valve 3.5-liter V-6, 231 hp, 215 lb-ft; front axle permanent-magnet AC synchronous electric motor, 167 hp, 247 lb-ft; rear axle permanent-magnet AC synchronous electric motor, 68 hp, 103 lb-ft; combined power rating, 280 hp; 45-kW nickel-metal hydride battery pack",,,,,,continuously variable automatic with manual shifting mode,109.8,191.1,75.8,70.1,4957,7.6,20.0,15.8,91,,187,,0.77,7.9,3.8,4.7,,,,24,,yes
https://www.caranddriver.com/reviews/a15111000/2014-kia-forte-koup-sx-turbo-test-review/,2014,Kia,Forte Koup SX Turbo Test &#8211;,"front-engine, front-wheel-drive, 5-passenger, 2-door coupe",21400,25285,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",97,201,6000,195,1750,6-speed manual,106.3,178.3,70.1,55.5,2964,6.9,17.3,15.2,94,,176,,0.85,7.5,7.6,6.5,,,,27,,yes
https://www.caranddriver.com/reviews/a15111008/2014-volkswagen-beetle-r-line-test-review/,2014,Volkswagen Beetle,R Line Test,"front-engine, front-wheel-drive, 4-passenger, 3-door hatchback",25815,31115,"turbocharged and intercooled DOHC 16-valve inline-4, iron block and aluminum head, direct fuel injection",,210,5300,207,1700,6-speed manual,100.0,168.4,71.2,58.5,3125,6.7,17.5,15.3,94,,174,,0.86,7.2,17.3,10.8,,,,27,,yes
https://www.caranddriver.com/reviews/a15111016/2014-chevrolet-spark-cvt-test-review/,2014,Chevrolet,Spark CVT Test &#8211;,"front-engine, front-wheel-drive, 4-passenger, 5-door hatchback",14305,17210,"DOHC 16-valve inline-4, iron block and aluminum head, port fuel injection",76,84,6400,83,4200,continuously variable automatic,93.5,144.7,62.9,61.0,2350,11.0,,18.4,76,,177,,0.81,11.2,5.7,8.3,,,,27,,yes
https://www.caranddriver.com/reviews/a15111023/2015-chevrolet-suburban-first-drive-review/,2015,Chevrolet,Suburban First Drive &#8211;,"front-engine, rear- or 4-wheel-drive, 7-8-passenger, 5-door wagon",130,,"pushrod 16-valve V-8, aluminum block and heads, direct fuel injection",325,355,5600,383,4100,6-speed automatic with manual shifting mode,130.0,224.4,80.5,74.4,5750,7.1,18.9,15.7,,,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15111047/2015-chevrolet-tahoe-first-drive-review/,2015,Chevrolet Tahoe,First Drive,"front-engine, rear- or 4-wheel-drive, 6-9-passenger, 5-door wagon",116,,"pushrod 16-valve V-8, aluminum block and heads, direct fuel injection",,355,5600,383,4100,6-speed automatic with manual shifting mode,116.0,204.0,80.5,74.4,5550,6.9,18.6,15.4,,,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15111053/2014-roush-stage-3-ford-mustang-test-review/,2014,Roush Stage,3 Ford Mustang Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.caranddriver.com/reviews/a15111058/2014-ford-transit-connect-wagon-first-drive-review/,2014,Ford Transit,Connect Wagon First Drive,"front-engine, front-wheel-drive, 5-7-passenger, 5-6-door wagon",25520,,,,,,,,6-speed automatic with manual shifting mode,,,72.2,,3650,10.0,,17.2,,90,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15111063/2013-acura-ilx-24-premium-long-term-test-wrap-up-review/,2013,Acura Ilx,24 Premium Long Term Test Wrap Up,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",30095,30095,"DOHC 16-valve inline-4, aluminum block and head, port fuel injection",144,201,7000,170,4400,6-speed manual,105.1,179.1,70.6,55.6,2970,6.2,16.4,14.9,96,,166,,0.83,6.4,8.1,8.1,,,,28,,yes
